id,input,output,example_id
2235," ""<DIV>This is the first line <![CDATA[<div>]]></DIV>""", True,"s:
"
2235," ""<A>  <B> </A>   </B>""", False,"s:
"
2236," ""<DIV>This is the first line <![CDATA[<div>]]></DIV>""", True,"s:
"
2236," ""<A>  <B> </A>   </B>""", False,"s:
"
2237," ""<DIV>This is the first line <![CDATA[<div>]]></DIV>""", True,"s:
"
2237," ""<A>  <B> </A>   </B>""", False,"s:
"
2238,"""-1/2+1/2"""," ""0/1"""," 1:
"
2238,"""-1/2+1/2+1/3"""," ""1/3"""," 2:
"
2238,"""1/3-1/2"""," ""-1/6"""," 3:
"
2238,"""5/3+1/3"""," ""2/1"""," 4:
"
2239,"""-1/2+1/2"""," ""0/1"""," 1:
"
2239,"""-1/2+1/2+1/3"""," ""1/3"""," 2:
"
2239,"""1/3-1/2"""," ""-1/6"""," 3:
"
2239,"""5/3+1/3"""," ""2/1"""," 4:
"
2240,"""-1/2+1/2"""," ""0/1"""," 1:
"
2240,"""-1/2+1/2+1/3"""," ""1/3"""," 2:
"
2240,"""1/3-1/2"""," ""-1/6"""," 3:
"
2240,"""5/3+1/3"""," ""2/1"""," 4:
"
2241,"""-1/2+1/2"""," ""0/1"""," 1:
"
2241,"""-1/2+1/2+1/3"""," ""1/3"""," 2:
"
2241,"""1/3-1/2"""," ""-1/6"""," 3:
"
2241,"""5/3+1/3"""," ""2/1"""," 4:
"
2242," p1 = [0,0], p2 = [1,1], p3 = [1,0], p4 = [0,1]", true," 1:
"
2242," p1 = [0,0], p2 = [1,1], p3 = [1,0], p4 = [0,12]", false," 2:
"
2242," p1 = [1,0], p2 = [-1,0], p3 = [0,1], p4 = [0,-1]", true," 3:
"
2243," p1 = [0,0], p2 = [1,1], p3 = [1,0], p4 = [0,1]", true," 1:
"
2243," p1 = [0,0], p2 = [1,1], p3 = [1,0], p4 = [0,12]", false," 2:
"
2243," p1 = [1,0], p2 = [-1,0], p3 = [0,1], p4 = [0,-1]", true," 3:
"
2244," p1 = [0,0], p2 = [1,1], p3 = [1,0], p4 = [0,1]", true," 1:
"
2244," p1 = [0,0], p2 = [1,1], p3 = [1,0], p4 = [0,12]", false," 2:
"
2244," p1 = [1,0], p2 = [-1,0], p3 = [0,1], p4 = [0,-1]", true," 3:
"
2245," p1 = [0,0], p2 = [1,1], p3 = [1,0], p4 = [0,1]", true," 1:
"
2245," p1 = [0,0], p2 = [1,1], p3 = [1,0], p4 = [0,12]", false," 2:
"
2245," p1 = [1,0], p2 = [-1,0], p3 = [0,1], p4 = [0,-1]", true," 3:
"
2246," nums = [1,3,2,2,5,2,3,7]", 5," 1:
"
2246," nums = [1,2,3,4]", 2," 2:
"
2246," nums = [1,1,1,1]", 0," 3:
"
2247," nums = [1,3,2,2,5,2,3,7]", 5," 1:
"
2247," nums = [1,2,3,4]", 2," 2:
"
2247," nums = [1,1,1,1]", 0," 3:
"
2248," nums = [1,3,2,2,5,2,3,7]", 5," 1:
"
2248," nums = [1,2,3,4]", 2," 2:
"
2248," nums = [1,1,1,1]", 0," 3:
"
2249," nums = [1,3,2,2,5,2,3,7]", 5," 1:
"
2249," nums = [1,2,3,4]", 2," 2:
"
2249," nums = [1,1,1,1]", 0," 3:
"
2250," m = 3, n = 3, ops = [[2,2],[3,3]]", 4," 1:
"
2250," m = 3, n = 3, ops = [[2,2],[3,3],[3,3],[3,3],[2,2],[3,3],[3,3],[3,3],[2,2],[3,3],[3,3],[3,3]]", 4," 2:
"
2250," m = 3, n = 3, ops = []", 9," 3:
"
2251," m = 3, n = 3, ops = [[2,2],[3,3]]", 4," 1:
"
2251," m = 3, n = 3, ops = [[2,2],[3,3],[3,3],[3,3],[2,2],[3,3],[3,3],[3,3],[2,2],[3,3],[3,3],[3,3]]", 4," 2:
"
2251," m = 3, n = 3, ops = []", 9," 3:
"
2252," m = 3, n = 3, ops = [[2,2],[3,3]]", 4," 1:
"
2252," m = 3, n = 3, ops = [[2,2],[3,3],[3,3],[3,3],[2,2],[3,3],[3,3],[3,3],[2,2],[3,3],[3,3],[3,3]]", 4," 2:
"
2252," m = 3, n = 3, ops = []", 9," 3:
"
2253," m = 3, n = 3, ops = [[2,2],[3,3]]", 4," 1:
"
2253," m = 3, n = 3, ops = [[2,2],[3,3],[3,3],[3,3],[2,2],[3,3],[3,3],[3,3],[2,2],[3,3],[3,3],[3,3]]", 4," 2:
"
2253," m = 3, n = 3, ops = []", 9," 3:
"
2254," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""Piatti"",""The Grill at Torrey Pines"",""Hungry Hunter Steakhouse"",""Shogun""]"," [""Shogun""]"," 1:
"
2254," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KFC"",""Shogun"",""Burger King""]"," [""Shogun""]"," 2:
"
2254," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," 3:
"
2254," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KNN"",""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," 4:
"
2254," list1 = [""KFC""], list2 = [""KFC""]"," [""KFC""]"," 5:
"
2255," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""Piatti"",""The Grill at Torrey Pines"",""Hungry Hunter Steakhouse"",""Shogun""]"," [""Shogun""]"," 1:
"
2255," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KFC"",""Shogun"",""Burger King""]"," [""Shogun""]"," 2:
"
2255," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," 3:
"
2255," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KNN"",""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," 4:
"
2255," list1 = [""KFC""], list2 = [""KFC""]"," [""KFC""]"," 5:
"
2256," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""Piatti"",""The Grill at Torrey Pines"",""Hungry Hunter Steakhouse"",""Shogun""]"," [""Shogun""]"," 1:
"
2256," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KFC"",""Shogun"",""Burger King""]"," [""Shogun""]"," 2:
"
2256," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," 3:
"
2256," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KNN"",""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," 4:
"
2256," list1 = [""KFC""], list2 = [""KFC""]"," [""KFC""]"," 5:
"
2257," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""Piatti"",""The Grill at Torrey Pines"",""Hungry Hunter Steakhouse"",""Shogun""]"," [""Shogun""]"," 1:
"
2257," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KFC"",""Shogun"",""Burger King""]"," [""Shogun""]"," 2:
"
2257," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," 3:
"
2257," list1 = [""Shogun"",""Tapioca Express"",""Burger King"",""KFC""], list2 = [""KNN"",""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," [""KFC"",""Burger King"",""Tapioca Express"",""Shogun""]"," 4:
"
2257," list1 = [""KFC""], list2 = [""KFC""]"," [""KFC""]"," 5:
"
2258, 5, 5," 1:
"
2259, 5, 5," 1:
"
2260, 5, 5," 1:
"
2261, 5, 5," 1:
"
2266," flowerbed = [1,0,0,0,1], n = 1", true," 1:
"
2266," flowerbed = [1,0,0,0,1], n = 2", false," 2:
"
2267," flowerbed = [1,0,0,0,1], n = 1", true," 1:
"
2267," flowerbed = [1,0,0,0,1], n = 2", false," 2:
"
2268," flowerbed = [1,0,0,0,1], n = 1", true," 1:
"
2268," flowerbed = [1,0,0,0,1], n = 2", false," 2:
"
2269," flowerbed = [1,0,0,0,1], n = 1", true," 1:
"
2269," flowerbed = [1,0,0,0,1], n = 2", false," 2:
"
2270," Binary tree: [1,2,3,4]       1     /   \    2     3   /      4     "," ""1(2(4))(3)"""," 1:
"
2270," Binary tree: [1,2,3,null,4]       1     /   \    2     3     \        4 "," ""1(2()(4))(3)"""," 2:
"
2271," Binary tree: [1,2,3,4]       1     /   \    2     3   /      4     "," ""1(2(4))(3)"""," 1:
"
2271," Binary tree: [1,2,3,null,4]       1     /   \    2     3     \        4 "," ""1(2()(4))(3)"""," 2:
"
2272," Binary tree: [1,2,3,4]       1     /   \    2     3   /      4     "," ""1(2(4))(3)"""," 1:
"
2272," Binary tree: [1,2,3,null,4]       1     /   \    2     3     \        4 "," ""1(2()(4))(3)"""," 2:
"
2273," Binary tree: [1,2,3,4]       1     /   \    2     3   /      4     "," ""1(2(4))(3)"""," 1:
"
2273," Binary tree: [1,2,3,null,4]       1     /   \    2     3     \        4 "," ""1(2()(4))(3)"""," 2:
"
2274," paths = [""root/a 1.txt(abcd) 2.txt(efgh)"",""root/c 3.txt(abcd)"",""root/c/d 4.txt(efgh)"",""root 4.txt(efgh)""]"," [[""root/a/2.txt"",""root/c/d/4.txt"",""root/4.txt""],[""root/a/1.txt"",""root/c/3.txt""]]"," 1:
"
2274," paths = [""root/a 1.txt(abcd) 2.txt(efgh)"",""root/c 3.txt(abcd)"",""root/c/d 4.txt(efgh)""]"," [[""root/a/2.txt"",""root/c/d/4.txt""],[""root/a/1.txt"",""root/c/3.txt""]]"," 2:
"
2275," paths = [""root/a 1.txt(abcd) 2.txt(efgh)"",""root/c 3.txt(abcd)"",""root/c/d 4.txt(efgh)"",""root 4.txt(efgh)""]"," [[""root/a/2.txt"",""root/c/d/4.txt"",""root/4.txt""],[""root/a/1.txt"",""root/c/3.txt""]]"," 1:
"
2275," paths = [""root/a 1.txt(abcd) 2.txt(efgh)"",""root/c 3.txt(abcd)"",""root/c/d 4.txt(efgh)""]"," [[""root/a/2.txt"",""root/c/d/4.txt""],[""root/a/1.txt"",""root/c/3.txt""]]"," 2:
"
2276," paths = [""root/a 1.txt(abcd) 2.txt(efgh)"",""root/c 3.txt(abcd)"",""root/c/d 4.txt(efgh)"",""root 4.txt(efgh)""]"," [[""root/a/2.txt"",""root/c/d/4.txt"",""root/4.txt""],[""root/a/1.txt"",""root/c/3.txt""]]"," 1:
"
2276," paths = [""root/a 1.txt(abcd) 2.txt(efgh)"",""root/c 3.txt(abcd)"",""root/c/d 4.txt(efgh)""]"," [[""root/a/2.txt"",""root/c/d/4.txt""],[""root/a/1.txt"",""root/c/3.txt""]]"," 2:
"
2277," paths = [""root/a 1.txt(abcd) 2.txt(efgh)"",""root/c 3.txt(abcd)"",""root/c/d 4.txt(efgh)"",""root 4.txt(efgh)""]"," [[""root/a/2.txt"",""root/c/d/4.txt"",""root/4.txt""],[""root/a/1.txt"",""root/c/3.txt""]]"," 1:
"
2277," paths = [""root/a 1.txt(abcd) 2.txt(efgh)"",""root/c 3.txt(abcd)"",""root/c/d 4.txt(efgh)""]"," [[""root/a/2.txt"",""root/c/d/4.txt""],[""root/a/1.txt"",""root/c/3.txt""]]"," 2:
"
2278," [2,2,3,4]", 3," 1:
"
2279," [2,2,3,4]", 3," 1:
"
2280," [2,2,3,4]", 3," 1:
"
2281," [2,2,3,4]", 3," 1:
"
2282," s = ""abcxyz123""dict = [""abc"",""123""]","""<b>abc</b>xyz<b>123</b>"""," 1:
"
2282," s = ""aaabbcc""dict = [""aaa"",""aab"",""bc""]","""<b>aaabbc</b>c"""," 2:
"
2283," s = ""abcxyz123""dict = [""abc"",""123""]","""<b>abc</b>xyz<b>123</b>"""," 1:
"
2283," s = ""aaabbcc""dict = [""aaa"",""aab"",""bc""]","""<b>aaabbc</b>c"""," 2:
"
2284," s = ""abcxyz123""dict = [""abc"",""123""]","""<b>abc</b>xyz<b>123</b>"""," 1:
"
2284," s = ""aaabbcc""dict = [""aaa"",""aab"",""bc""]","""<b>aaabbc</b>c"""," 2:
"
2285," s = ""abcxyz123""dict = [""abc"",""123""]","""<b>abc</b>xyz<b>123</b>"""," 1:
"
2285," s = ""aaabbcc""dict = [""aaa"",""aab"",""bc""]","""<b>aaabbc</b>c"""," 2:
"
2286," root1 = [1,3,2,5], root2 = [2,1,3,null,4,null,7]"," [3,4,5,5,4,null,7]"," 1:
"
2286," root1 = [1], root2 = [1,2]"," [2,2]"," 2:
"
2287," root1 = [1,3,2,5], root2 = [2,1,3,null,4,null,7]"," [3,4,5,5,4,null,7]"," 1:
"
2287," root1 = [1], root2 = [1,2]"," [2,2]"," 2:
"
2288," root1 = [1,3,2,5], root2 = [2,1,3,null,4,null,7]"," [3,4,5,5,4,null,7]"," 1:
"
2288," root1 = [1], root2 = [1,2]"," [2,2]"," 2:
"
2289," root1 = [1,3,2,5], root2 = [2,1,3,null,4,null,7]"," [3,4,5,5,4,null,7]"," 1:
"
2289," root1 = [1], root2 = [1,2]"," [2,2]"," 2:
"
2290," tasks = [""A"",""A"",""A"",""B"",""B"",""B""], n = 2", 8," 1:
"
2290," tasks = [""A"",""A"",""A"",""B"",""B"",""B""], n = 0", 6," 2:
"
2290," tasks = [""A"",""A"",""A"",""A"",""A"",""A"",""B"",""C"",""D"",""E"",""F"",""G""], n = 2", 16," 3:
"
2291," tasks = [""A"",""A"",""A"",""B"",""B"",""B""], n = 2", 8," 1:
"
2291," tasks = [""A"",""A"",""A"",""B"",""B"",""B""], n = 0", 6," 2:
"
2291," tasks = [""A"",""A"",""A"",""A"",""A"",""A"",""B"",""C"",""D"",""E"",""F"",""G""], n = 2", 16," 3:
"
2292," tasks = [""A"",""A"",""A"",""B"",""B"",""B""], n = 2", 8," 1:
"
2292," tasks = [""A"",""A"",""A"",""B"",""B"",""B""], n = 0", 6," 2:
"
2292," tasks = [""A"",""A"",""A"",""A"",""A"",""A"",""B"",""C"",""D"",""E"",""F"",""G""], n = 2", 16," 3:
"
2293," tasks = [""A"",""A"",""A"",""B"",""B"",""B""], n = 2", 8," 1:
"
2293," tasks = [""A"",""A"",""A"",""B"",""B"",""B""], n = 0", 6," 2:
"
2293," tasks = [""A"",""A"",""A"",""A"",""A"",""A"",""B"",""C"",""D"",""E"",""F"",""G""], n = 2", 16," 3:
"
2298," root = [4,2,6,3,1,5], val = 1, depth = 2"," [4,1,1,2,null,null,6,3,1,5]"," 1:
"
2298," root = [4,2,null,3,1], val = 1, depth = 3"," [4,2,null,1,1,3,null,null,1]"," 2:
"
2299," root = [4,2,6,3,1,5], val = 1, depth = 2"," [4,1,1,2,null,null,6,3,1,5]"," 1:
"
2299," root = [4,2,null,3,1], val = 1, depth = 3"," [4,2,null,1,1,3,null,null,1]"," 2:
"
2300," root = [4,2,6,3,1,5], val = 1, depth = 2"," [4,1,1,2,null,null,6,3,1,5]"," 1:
"
2300," root = [4,2,null,3,1], val = 1, depth = 3"," [4,2,null,1,1,3,null,null,1]"," 2:
"
2301," root = [4,2,6,3,1,5], val = 1, depth = 2"," [4,1,1,2,null,null,6,3,1,5]"," 1:
"
2301," root = [4,2,null,3,1], val = 1, depth = 3"," [4,2,null,1,1,3,null,null,1]"," 2:
"
2302," arrays = [[1,2,3],[4,5],[1,2,3]]", 4," 1:
"
2302," arrays = [[1],[1]]", 0," 2:
"
2302," arrays = [[1],[2]]", 1," 3:
"
2302," arrays = [[1,4],[0,5]]", 4," 4:
"
2303," arrays = [[1,2,3],[4,5],[1,2,3]]", 4," 1:
"
2303," arrays = [[1],[1]]", 0," 2:
"
2303," arrays = [[1],[2]]", 1," 3:
"
2303," arrays = [[1,4],[0,5]]", 4," 4:
"
2304," arrays = [[1,2,3],[4,5],[1,2,3]]", 4," 1:
"
2304," arrays = [[1],[1]]", 0," 2:
"
2304," arrays = [[1],[2]]", 1," 3:
"
2304," arrays = [[1,4],[0,5]]", 4," 4:
"
2305," arrays = [[1,2,3],[4,5],[1,2,3]]", 4," 1:
"
2305," arrays = [[1],[1]]", 0," 2:
"
2305," arrays = [[1],[2]]", 1," 3:
"
2305," arrays = [[1,4],[0,5]]", 4," 4:
"
2306,48 ,68," 1
"
2306, 15,35," 2
"
2307,48 ,68," 1
"
2307, 15,35," 2
"
2308,48 ,68," 1
"
2308, 15,35," 2
"
2309,48 ,68," 1
"
2309, 15,35," 2
"
2310," nums = [1,2,3]", 6," 1:
"
2310," nums = [1,2,3,4]", 24," 2:
"
2310," nums = [-1,-2,-3]", -6," 3:
"
2311," nums = [1,2,3]", 6," 1:
"
2311," nums = [1,2,3,4]", 24," 2:
"
2311," nums = [-1,-2,-3]", -6," 3:
"
2312," nums = [1,2,3]", 6," 1:
"
2312," nums = [1,2,3,4]", 24," 2:
"
2312," nums = [-1,-2,-3]", -6," 3:
"
2313," nums = [1,2,3]", 6," 1:
"
2313," nums = [1,2,3,4]", 24," 2:
"
2313," nums = [-1,-2,-3]", -6," 3:
"
2314," n = 3, k = 0", 1," 1:
"
2314," n = 3, k = 1", 2," 2:
"
2315," n = 3, k = 0", 1," 1:
"
2315," n = 3, k = 1", 2," 2:
"
2316," n = 3, k = 0", 1," 1:
"
2316," n = 3, k = 1", 2," 2:
"
2317," n = 3, k = 0", 1," 1:
"
2317," n = 3, k = 1", 2," 2:
"
2318," [[100, 200], [200, 1300], [1000, 1250], [2000, 3200]]", 3,":
"
2319," [[100, 200], [200, 1300], [1000, 1250], [2000, 3200]]", 3,":
"
2320," [[100, 200], [200, 1300], [1000, 1250], [2000, 3200]]", 3,":
"
2321," [[100, 200], [200, 1300], [1000, 1250], [2000, 3200]]", 3,":
"
2326," nums = [[4,10,15,24,26],[0,9,12,20],[5,18,22,30]]"," [20,24]"," 1:
"
2326," nums = [[1,2,3],[1,2,3],[1,2,3]]"," [1,1]"," 2:
"
2326," nums = [[10,10],[11,11]]"," [10,11]"," 3:
"
2326," nums = [[10],[11]]"," [10,11]"," 4:
"
2326," nums = [[1],[2],[3],[4],[5],[6],[7]]"," [1,7]"," 5:
"
2327," nums = [[4,10,15,24,26],[0,9,12,20],[5,18,22,30]]"," [20,24]"," 1:
"
2327," nums = [[1,2,3],[1,2,3],[1,2,3]]"," [1,1]"," 2:
"
2327," nums = [[10,10],[11,11]]"," [10,11]"," 3:
"
2327," nums = [[10],[11]]"," [10,11]"," 4:
"
2327," nums = [[1],[2],[3],[4],[5],[6],[7]]"," [1,7]"," 5:
"
2328," nums = [[4,10,15,24,26],[0,9,12,20],[5,18,22,30]]"," [20,24]"," 1:
"
2328," nums = [[1,2,3],[1,2,3],[1,2,3]]"," [1,1]"," 2:
"
2328," nums = [[10,10],[11,11]]"," [10,11]"," 3:
"
2328," nums = [[10],[11]]"," [10,11]"," 4:
"
2328," nums = [[1],[2],[3],[4],[5],[6],[7]]"," [1,7]"," 5:
"
2329," nums = [[4,10,15,24,26],[0,9,12,20],[5,18,22,30]]"," [20,24]"," 1:
"
2329," nums = [[1,2,3],[1,2,3],[1,2,3]]"," [1,1]"," 2:
"
2329," nums = [[10,10],[11,11]]"," [10,11]"," 3:
"
2329," nums = [[10],[11]]"," [10,11]"," 4:
"
2329," nums = [[1],[2],[3],[4],[5],[6],[7]]"," [1,7]"," 5:
"
2330, c = 5, true," 1:
"
2330, c = 3, false," 2:
"
2330, c = 4, true," 3:
"
2330, c = 2, true," 4:
"
2330, c = 1, true," 5:
"
2331, c = 5, true," 1:
"
2331, c = 3, false," 2:
"
2331, c = 4, true," 3:
"
2331, c = 2, true," 4:
"
2331, c = 1, true," 5:
"
2332, c = 5, true," 1:
"
2332, c = 3, false," 2:
"
2332, c = 4, true," 3:
"
2332, c = 2, true," 4:
"
2332, c = 1, true," 5:
"
2333, c = 5, true," 1:
"
2333, c = 3, false," 2:
"
2333, c = 4, true," 3:
"
2333, c = 2, true," 4:
"
2333, c = 1, true," 5:
"
2334, 3, 2," 1:
"
2335, 3, 2," 1:
"
2336, 3, 2," 1:
"
2337, 3, 2," 1:
"
2342," n = 2, logs = [""0:start:0"",""1:start:2"",""1:end:5"",""0:end:6""]"," [3,4]"," 1:
"
2342," n = 1, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""0:start:6"",""0:end:6"",""0:end:7""]", [8]," 2:
"
2342," n = 2, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""1:start:6"",""1:end:6"",""0:end:7""]"," [7,1]"," 3:
"
2342," n = 2, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""1:start:7"",""1:end:7"",""0:end:8""]"," [8,1]"," 4:
"
2342," n = 1, logs = [""0:start:0"",""0:end:0""]", [1]," 5:
"
2343," n = 2, logs = [""0:start:0"",""1:start:2"",""1:end:5"",""0:end:6""]"," [3,4]"," 1:
"
2343," n = 1, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""0:start:6"",""0:end:6"",""0:end:7""]", [8]," 2:
"
2343," n = 2, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""1:start:6"",""1:end:6"",""0:end:7""]"," [7,1]"," 3:
"
2343," n = 2, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""1:start:7"",""1:end:7"",""0:end:8""]"," [8,1]"," 4:
"
2343," n = 1, logs = [""0:start:0"",""0:end:0""]", [1]," 5:
"
2344," n = 2, logs = [""0:start:0"",""1:start:2"",""1:end:5"",""0:end:6""]"," [3,4]"," 1:
"
2344," n = 1, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""0:start:6"",""0:end:6"",""0:end:7""]", [8]," 2:
"
2344," n = 2, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""1:start:6"",""1:end:6"",""0:end:7""]"," [7,1]"," 3:
"
2344," n = 2, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""1:start:7"",""1:end:7"",""0:end:8""]"," [8,1]"," 4:
"
2344," n = 1, logs = [""0:start:0"",""0:end:0""]", [1]," 5:
"
2345," n = 2, logs = [""0:start:0"",""1:start:2"",""1:end:5"",""0:end:6""]"," [3,4]"," 1:
"
2345," n = 1, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""0:start:6"",""0:end:6"",""0:end:7""]", [8]," 2:
"
2345," n = 2, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""1:start:6"",""1:end:6"",""0:end:7""]"," [7,1]"," 3:
"
2345," n = 2, logs = [""0:start:0"",""0:start:2"",""0:end:5"",""1:start:7"",""1:end:7"",""0:end:8""]"," [8,1]"," 4:
"
2345," n = 1, logs = [""0:start:0"",""0:end:0""]", [1]," 5:
"
2346," root = [3,9,20,null,15,7]"," [3.00000,14.50000,11.00000]"," 1:
"
2346," root = [3,9,20,15,7]"," [3.00000,14.50000,11.00000]"," 2:
"
2347," root = [3,9,20,null,15,7]"," [3.00000,14.50000,11.00000]"," 1:
"
2347," root = [3,9,20,15,7]"," [3.00000,14.50000,11.00000]"," 2:
"
2348," root = [3,9,20,null,15,7]"," [3.00000,14.50000,11.00000]"," 1:
"
2348," root = [3,9,20,15,7]"," [3.00000,14.50000,11.00000]"," 2:
"
2349," root = [3,9,20,null,15,7]"," [3.00000,14.50000,11.00000]"," 1:
"
2349," root = [3,9,20,15,7]"," [3.00000,14.50000,11.00000]"," 2:
"
2350," [2,5], [[3,0,5],[1,2,10]], [3,2]", 14," 1:
"
2350," [2,3,4], [[1,1,0,4],[2,2,1,9]], [1,2,1]", 11," 2:
"
2351," [2,5], [[3,0,5],[1,2,10]], [3,2]", 14," 1:
"
2351," [2,3,4], [[1,1,0,4],[2,2,1,9]], [1,2,1]", 11," 2:
"
2352," [2,5], [[3,0,5],[1,2,10]], [3,2]", 14," 1:
"
2352," [2,3,4], [[1,1,0,4],[2,2,1,9]], [1,2,1]", 11," 2:
"
2353," [2,5], [[3,0,5],[1,2,10]], [3,2]", 14," 1:
"
2353," [2,3,4], [[1,1,0,4],[2,2,1,9]], [1,2,1]", 11," 2:
"
2354," s = ""*""", 9," 1:
"
2354," s = ""1*""", 18," 2:
"
2354," s = ""2*""", 15," 3:
"
2355," s = ""*""", 9," 1:
"
2355," s = ""1*""", 18," 2:
"
2355," s = ""2*""", 15," 3:
"
2356," s = ""*""", 9," 1:
"
2356," s = ""1*""", 18," 2:
"
2356," s = ""2*""", 15," 3:
"
2357," s = ""*""", 9," 1:
"
2357," s = ""1*""", 18," 2:
"
2357," s = ""2*""", 15," 3:
"
2358," ""x+5-3+x=6+x-2"""," ""x=2"""," 1:
"
2358," ""x=x"""," ""Infinite solutions"""," 2:
"
2358," ""2x=x"""," ""x=0"""," 3:
"
2358," ""2x+3x-6x=x+2"""," ""x=-1"""," 4:
"
2358," ""x=x+2"""," ""No solution"""," 5:
"
2359," ""x+5-3+x=6+x-2"""," ""x=2"""," 1:
"
2359," ""x=x"""," ""Infinite solutions"""," 2:
"
2359," ""2x=x"""," ""x=0"""," 3:
"
2359," ""2x+3x-6x=x+2"""," ""x=-1"""," 4:
"
2359," ""x=x+2"""," ""No solution"""," 5:
"
2360," ""x+5-3+x=6+x-2"""," ""x=2"""," 1:
"
2360," ""x=x"""," ""Infinite solutions"""," 2:
"
2360," ""2x=x"""," ""x=0"""," 3:
"
2360," ""2x+3x-6x=x+2"""," ""x=-1"""," 4:
"
2360," ""x=x+2"""," ""No solution"""," 5:
"
2361," ""x+5-3+x=6+x-2"""," ""x=2"""," 1:
"
2361," ""x=x"""," ""Infinite solutions"""," 2:
"
2361," ""2x=x"""," ""x=0"""," 3:
"
2361," ""2x+3x-6x=x+2"""," ""x=-1"""," 4:
"
2361," ""x=x+2"""," ""No solution"""," 5:
"
2370," [1,12,-5,-6,50,3], k = 4", 12.75," 1:
"
2371," [1,12,-5,-6,50,3], k = 4", 12.75," 1:
"
2372," [1,12,-5,-6,50,3], k = 4", 12.75," 1:
"
2373," [1,12,-5,-6,50,3], k = 4", 12.75," 1:
"
2374," nums = [1,12,-5,-6,50,3], k = 4", 12.75000," 1:
"
2374," nums = [5], k = 1", 5.00000," 2:
"
2375," nums = [1,12,-5,-6,50,3], k = 4", 12.75000," 1:
"
2375," nums = [5], k = 1", 5.00000," 2:
"
2376," nums = [1,12,-5,-6,50,3], k = 4", 12.75000," 1:
"
2376," nums = [5], k = 1", 5.00000," 2:
"
2377," nums = [1,12,-5,-6,50,3], k = 4", 12.75000," 1:
"
2377," nums = [5], k = 1", 5.00000," 2:
"
2378," nums = [1,2,2,4]"," [2,3]"," 1:
"
2378," nums = [1,1]"," [1,2]"," 2:
"
2379," nums = [1,2,2,4]"," [2,3]"," 1:
"
2379," nums = [1,1]"," [1,2]"," 2:
"
2380," nums = [1,2,2,4]"," [2,3]"," 1:
"
2380," nums = [1,1]"," [1,2]"," 2:
"
2381," nums = [1,2,2,4]"," [2,3]"," 1:
"
2381," nums = [1,1]"," [1,2]"," 2:
"
2382," [[1,2], [2,3], [3,4]]", 2," 1:
"
2383," [[1,2], [2,3], [3,4]]", 2," 1:
"
2384," [[1,2], [2,3], [3,4]]", 2," 1:
"
2385," [[1,2], [2,3], [3,4]]", 2," 1:
"
2386," ""abc""", 3," 1:
"
2386," ""aaa""", 6," 2:
"
